counter,question-answer,question slots,answer,direct link,direct link str,supporting slots,templates,AQ direction
991,The Bledisloe Cup is contested by Australia and New Zealand in which sport? Rugby union,"(['New Zealand'], ['Q55801'])","('Rugby union', 'Q5849')",['P641'],['sport'],"([('Q641010', 'answer'), ('Q622443', 'answer')], [['P641'], ['P641']])",['The _C_ is contested by Australia and _Q_ in which sport? _A_\n'],[False]
996,Maria Dickin was the founder of which British animal charity in 1917? People'S Dispensary For Sick Animals,"(['Maria Dickin'], ['Q6761144'])","(""People'S Dispensary For Sick Animals"", 'Q7165541')",['P112'],['founded by'],"([('question', 'Q145'), ('question', 'Q174193')], [['P27'], ['P27']])",['_Q_ was the founder of which _C_ animal charity in 1917? _A_\n'],[True]
996,Maria Dickin was the founder of which British animal charity in 1917? People'S Dispensary For Sick Animals,"(['British'], ['Q145'])","(""People'S Dispensary For Sick Animals"", 'Q7165541')",['P17'],['country'],"([('Q6761144', 'question')], [['P27']])",['Maria Dickin was the founder of which _Q_ animal charity in 1917? _A_\n'],[True]
1005,"Which Us actor appeared in the films ‘Ironweed’, ‘The Pledge’ and ‘Easy Rider’? Jack Nicholson","(['The Pledge'], ['Q1170710'])","('Jack Nicholson', 'Q39792')",['P161'],['cast member'],"([('Q503638', 'answer')], [['P161']])","['Which Us actor appeared in the films ‘Ironweed’, ‘_Q_’ and ‘_C_’? _A_\n']",[False]
1005,"Which Us actor appeared in the films ‘Ironweed’, ‘The Pledge’ and ‘Easy Rider’? Jack Nicholson","(['Easy Rider'], ['Q503638'])","('Jack Nicholson', 'Q39792')",['P161'],['cast member'],"([('Q1170710', 'answer')], [['P161']])","['Which Us actor appeared in the films ‘Ironweed’, ‘_C_’ and ‘_Q_’? _A_\n']",[False]
1020,Which English football team play their home games at Vicarage Road? Watford,"(['football'], ['Q2736'])","('Watford', 'Q2714')",['P641'],['sport'],"([('Q10626', 'answer')], [['P127', 'P466']])",['Which English _Q_ team play their home games at _C_? _A_\n'],[True]
1020,Which English football team play their home games at Vicarage Road? Watford,"(['Vicarage Road'], ['Q10626'])","('Watford', 'Q2714')",['P127'],['owned by'],"([('answer', 'Q2736')], [['P641']])",['Which English _C_ team play their home games at _Q_? _A_\n'],[False]
1036,The Isis is the upper reach of which British river? River Thames,"(['The Isis'], ['Q2946386'])","('River Thames', 'Q19686')",['P361'],['part of'],"([('question', 'Q145')], [['P17']])",['_Q_ is the upper reach of which _C_ river? _A_\n'],[False]
1036,The Isis is the upper reach of which British river? River Thames,"(['British'], ['Q145'])","('River Thames', 'Q19686')",['P205'],['basin country'],"([('Q2946386', 'question')], [['P17']])",['_C_ is the upper reach of which _Q_ river? _A_\n'],[True]
1038,Elliot Carver is the villain in which James Bond film? Tomorrow Never Dies,"(['James Bond'], ['Q2009573'])","('Tomorrow Never Dies', 'Q207916')",['P1441'],['present in work'],"([('question', 'Q207916')], [['P1441', 'P4969']])",['_C_ is the villain in which _Q_ film? _A_\n'],[False]
1040,James Gandolfini plays the sadistic military prison commandant Colonel Winter in which 2001 film starring Robert Redford? The Last Castle,"(['James Gandolfini'], ['Q308722'])","('The Last Castle', 'Q1218847')",['P161'],['cast member'],"([('answer', 'Q59215')], [['P161']])",['_Q_ plays the sadistic military prison commandant Colonel Winter in which 2001 film starring _C_? _A_\n'],[True]
1040,James Gandolfini plays the sadistic military prison commandant Colonel Winter in which 2001 film starring Robert Redford? The Last Castle,"(['Robert Redford'], ['Q59215'])","('The Last Castle', 'Q1218847')",['P161'],['cast member'],"([('answer', 'Q308722')], [['P161']])",['_C_ plays the sadistic military prison commandant Colonel Winter in which 2001 film starring _Q_? _A_\n'],[True]
1041,Which is the largest borough in New York City? Queens,"(['borough'], ['Q408804'])","('Queens', 'Q18424')",['P31'],['instance of'],"([('question', 'Q60')], [['P1001', 'P131']])",['Which is the largest _Q_ in _C_? _A_\n'],[True]
1041,Which is the largest borough in New York City? Queens,"(['New York City'], ['Q60'])","('Queens', 'Q18424')",['P150'],['contains administrative territorial entity'],"([('Q408804', 'question')], [['P1001', 'P131']])",['Which is the largest _C_ in _Q_? _A_\n'],[False]
1053,"In April 1963, Lester Bowles Pearson became Prime Minister of which country? Canada","(['Lester Bowles Pearson'], ['Q128604'])","('Canada', 'Q16')",['P27'],['country of citizenship'],"([('question', 'Q839078')], [['P39']])","['In April 1963, _Q_ became _C_ of which country? _A_\n']",[False]
1053,"In April 1963, Lester Bowles Pearson became Prime Minister of which country? Canada","(['Prime Minister'], ['Q839078'])","('Canada', 'Q16')",['P17'],['country'],"([('Q128604', 'question')], [['P39']])","['In April 1963, _C_ became _Q_ of which country? _A_\n']",[False]
1076,"Which bridge connects Detroit, Michigan, Usa and Windsor, Ontario, Canada? Ambassador Bridge","(['Detroit'], ['Q12439'])","('Ambassador Bridge', 'Q12575')",['P131'],['located in the administrative territorial entity'],"([('question', 'Q30'), ('question', 'Q182625'), ('answer', 'Q16')], [['P17'], ['P47'], ['P17']])","['Which bridge connects _Q_, Michigan, _C_ and Windsor, Ontario, Canada? _A_\n']",[True]
1076,"Which bridge connects Detroit, Michigan, Usa and Windsor, Ontario, Canada? Ambassador Bridge","(['Usa'], ['Q30'])","('Ambassador Bridge', 'Q12575')",['P17'],['country'],"([('Q12439', 'question'), ('question', 'Q1166'), ('answer', 'Q182625'), ('question', 'Q16')], [['P17'], ['P150'], ['P131'], ['P47', 'P530']])","['Which bridge connects Detroit, Michigan, _Q_ and _C_, Canada? _A_\n']",[True]
1076,"Which bridge connects Detroit, Michigan, Usa and Windsor, Ontario, Canada? Ambassador Bridge","(['Windsor, Ontario'], ['Q182625'])","('Ambassador Bridge', 'Q12575')",['P131'],['located in the administrative territorial entity'],"([('question', 'Q12439'), ('answer', 'Q30'), ('question', 'Q16')], [['P47'], ['P17'], ['P17']])","['Which bridge connects Detroit, Michigan, Usa and _Q_, _C_? _A_\n']",[True]
1076,"Which bridge connects Detroit, Michigan, Usa and Windsor, Ontario, Canada? Ambassador Bridge","(['Canada'], ['Q16'])","('Ambassador Bridge', 'Q12575')",['P17'],['country'],"([('answer', 'Q12439'), ('question', 'Q30'), ('Q182625', 'question')], [['P131', 'P276'], ['P47', 'P530'], ['P17']])","['Which bridge connects _C_, Michigan, Usa and Windsor, Ontario, _Q_? _A_\n']",[True]
1089,American singer Katheryn Hudson is better known by what name? Katy Perry,"(['American'], ['Q30'])","('Katy Perry', 'Q42493')",['P27'],['country of citizenship'],"([('Q3140', 'question')], [['P17', 'P205']])",['_Q_ singer Katheryn _C_ is better known by what name? _A_\n'],[True]
1105,The holiday resort of Paphos is on which Mediterranean island? Cyprus,"(['Paphos'], ['Q180918'])","('Cyprus', 'Q229')",['P17'],['country'],"([('Q4918', 'answer')], [['P205']])",['The holiday resort of _Q_ is on which _C_ island? _A_\n'],[False]
1105,The holiday resort of Paphos is on which Mediterranean island? Cyprus,"(['Mediterranean'], ['Q4918'])","('Cyprus', 'Q229')",['P205'],['basin country'],"([('Q180918', 'answer')], [['P17']])",['The holiday resort of _C_ is on which _Q_ island? _A_\n'],[False]
1112,Who played boxer Jim Braddock in the 2005 film ‘Cinderella man’? Russell Crowe,"(['Cinderella man'], ['Q647546'])","('Russell Crowe', 'Q129817')",['P161'],['cast member'],"([('question', 'Q32112')], [['P921']])",['Who played _C_ Jim Braddock in the 2005 film ‘_Q_’? _A_\n'],[False]
1114,Who replaced Iraqi President Ahmed Hassan Al-Bakr in July 1979? Saddam Hussein,"(['Iraqi President'], ['Q889817'])","('Saddam Hussein', 'Q1316')",['P39'],['position held'],"([('Q238046', 'question')], [['P39']])",['Who replaced _Q_ _C_ in July 1979? _A_\n'],[True]
1133,Which German philosopher wrote ‘Das Kapital’? Karl Marx,"(['philosopher'], ['Q4964182'])","('Karl Marx', 'Q9061')",['P106'],['occupation'],"([('Q58784', 'answer')], [['P50']])",['Which German _Q_ wrote ‘_C_’? _A_\n'],[True]
1133,Which German philosopher wrote ‘Das Kapital’? Karl Marx,"(['Das Kapital'], ['Q58784'])","('Karl Marx', 'Q9061')",['P50'],['author'],"([('answer', 'Q4964182')], [['P106']])",['Which German _C_ wrote ‘_Q_’? _A_\n'],[False]
1139,Which island group in The South Atlantic was once known as The Sebald Islands? Falkland Islands,"(['South Atlantic'], ['Q97'])","('Falkland Islands', 'Q9648')",['P206'],['located in or next to body of water'],"([('Q1427010', 'answer')], [['P361']])",['Which island group in The _Q_ was once known as The _C_? _A_\n'],[True]
1139,Which island group in The South Atlantic was once known as The Sebald Islands? Falkland Islands,"(['Sebald Islands'], ['Q1427010'])","('Falkland Islands', 'Q9648')",['P361'],['part of'],"([('answer', 'Q97')], [['P206']])",['Which island group in The _C_ was once known as The _Q_? _A_\n'],[False]
1141,Which English football club play their home games at Craven Cottage? Fulham F.C.,"(['football'], ['Q2736'])","('Fulham F.C.', 'Q18708')",['P641'],['sport'],"([('Q318043', 'question')], [['P641']])",['Which English _Q_ club play their home games at _C_? _A_\n'],[True]
1141,Which English football club play their home games at Craven Cottage? Fulham F.C.,"(['Craven Cottage'], ['Q318043'])","('Fulham F.C.', 'Q18708')",['P127'],['owned by'],"([('question', 'Q2736')], [['P641']])",['Which English _C_ club play their home games at _Q_? _A_\n'],[False]
1142,John Curtin became Prime Minister of which country in 1941? Australia,"(['John Curtin'], ['Q23375'])","('Australia', 'Q408')",['P27'],['country of citizenship'],"([('question', 'Q319145')], [['P39']])",['_Q_ became _C_ of which country in 1941? _A_\n'],[False]
1142,John Curtin became Prime Minister of which country in 1941? Australia,"(['Prime Minister'], ['Q319145'])","('Australia', 'Q408')",['P17'],['country'],"([('Q23375', 'question')], [['P39']])",['_C_ became _Q_ of which country in 1941? _A_\n'],[False]
1168,Barney The Owl is a mascot of which English football club? Sheffield Wednesday F.C.,"(['football'], ['Q2736'])","('Sheffield Wednesday F.C.', 'Q19498')",['P641'],['sport'],"([('Q19498', 'question')], [['P641']])",['_C_ is a mascot of which English _Q_ club? _A_\n'],[True]
1173,Which Russian author died at Astapovo Railway Station in 1910 of pneumonia? Leo Tolstoy,"(['Russian'], ['Q7737'])","('Tolstoy', 'Q7243')",['P6886'],['writing language'],"([('Q599866', 'answer'), ('answer', 'Q12192')], [['P138'], ['P509']])",['Which _Q_ author died at _C_ Railway Station in 1910 of pneumonia? Leo _A_\n'],[True]
1173,Which Russian author died at Astapovo Railway Station in 1910 of pneumonia? Leo Tolstoy,"(['Astapovo'], ['Q599866'])","('Tolstoy', 'Q7243')",['P138'],['named after'],"([('answer', 'Q7737'), ('answer', 'Q12192')], [['P103', 'P1412', 'P6886'], ['P509']])",['Which Russian author died at _Q_ Railway Station in 1910 of _C_? Leo _A_\n'],[False]
1173,Which Russian author died at Astapovo Railway Station in 1910 of pneumonia? Leo Tolstoy,"(['pneumonia'], ['Q12192'])","('Tolstoy', 'Q7243')",['P509'],['cause of death'],"([('answer', 'Q7737'), ('Q599866', 'answer')], [['P103', 'P1412', 'P6886'], ['P138']])",['Which _C_ author died at Astapovo Railway Station in 1910 of _Q_? Leo _A_\n'],[True]
1174,"In 2006, who was the first football player in World Cup history to win the ‘Best Young Player Award’? Lukas Podolski","(['football'], ['Q2736'])","('Lukas Podolski', 'Q134976')",['P641'],['sport'],"([('Q19317', 'question'), ('Q368974', 'question')], [['P641'], ['P641']])","['In 2006, who was the first _Q_ player in _C_ history to win the ‘Best Young Player Award’? _A_\n']",[True]
1184,Arturo Frondizi became president of which South American country in May 1958? Argentina,"(['Arturo Frondizi'], ['Q346658'])","('Argentina', 'Q414')",['P27'],['country of citizenship'],"([('Q30', 'answer')], [['P530']])",['_Q_ became president of which South _C_ country in May 1958? _A_\n'],[False]
1184,Arturo Frondizi became president of which South American country in May 1958? Argentina,"(['American'], ['Q30'])","('Argentina', 'Q414')",['P530'],['diplomatic relation'],"([('Q346658', 'answer')], [['P27']])",['_C_ became president of which South _Q_ country in May 1958? _A_\n'],[False]
1188,Plaka is the old quarter of which European city? Athens,"(['Plaka'], ['Q1231816'])","('Athens', 'Q1524')",['P131'],['located in the administrative territorial entity'],"([('answer', 'Q515')], [['P31']])",['_Q_ is the old quarter of which European _C_? _A_\n'],[False]
1188,Plaka is the old quarter of which European city? Athens,"(['city'], ['Q515'])","('Athens', 'Q1524')",['P31'],['instance of'],"([('Q1231816', 'answer')], [['P131']])",['_C_ is the old quarter of which European _Q_? _A_\n'],[True]
1189,In which city is George Eliot’S novel ‘Romola’ set? Florence,"(['city'], ['Q515'])","('Florence', 'Q2044')",['P31'],['instance of'],"([('Q7363279', 'answer')], [['P840']])",['In which _Q_ is George Eliot’S novel ‘_C_’ set? _A_\n'],[True]
1189,In which city is George Eliot’S novel ‘Romola’ set? Florence,"(['Romola'], ['Q7363279'])","('Florence', 'Q2044')",['P840'],['narrative location'],"([('answer', 'Q515')], [['P31']])",['In which _C_ is George Eliot’S novel ‘_Q_’ set? _A_\n'],[False]
1197,"On June 4th 1979, Joe Clark became the 16th and youngest Prime Minister of which country? Canada","(['Joe Clark'], ['Q128574'])","('Canada', 'Q16')",['P27'],['country of citizenship'],"([('question', 'Q839078')], [['P39']])","['On June 4th 1979, _Q_ became the 16th and youngest _C_ of which country? _A_\n']",[False]
1197,"On June 4th 1979, Joe Clark became the 16th and youngest Prime Minister of which country? Canada","(['Prime Minister'], ['Q839078'])","('Canada', 'Q16')",['P17'],['country'],"([('Q128574', 'question')], [['P39']])","['On June 4th 1979, _C_ became the 16th and youngest _Q_ of which country? _A_\n']",[False]
1198,"Davide Santon, Dino Zoff and Simone Barone have all played for which national football team? Italy","(['Davide Santon'], ['Q296033'])","('Italy', 'Q676899')",['P54'],['member of sports team'],"([('Q180661', 'answer'), ('Q299105', 'answer'), ('question', 'Q2736')], [['P6087', 'P54'], ['P54'], ['P641']])","['_Q_, Dino _C_ and Simone Barone have all played for which national football team? _A_\n']",[False]
1198,"Davide Santon, Dino Zoff and Simone Barone have all played for which national football team? Italy","(['Zoff'], ['Q180661'])","('Italy', 'Q676899')",['P6087'],['coach of sports team'],"([('Q296033', 'answer'), ('Q299105', 'answer'), ('question', 'Q2736')], [['P54'], ['P54'], ['P641']])","['Davide Santon, Dino _Q_ and _C_ have all played for which national football team? _A_\n']",[False]
1198,"Davide Santon, Dino Zoff and Simone Barone have all played for which national football team? Italy","(['Simone Barone'], ['Q299105'])","('Italy', 'Q676899')",['P54'],['member of sports team'],"([('Q296033', 'answer'), ('Q180661', 'answer'), ('question', 'Q2736')], [['P54'], ['P6087', 'P54'], ['P641']])","['Davide Santon, Dino Zoff and _Q_ have all played for which national _C_ team? _A_\n']",[False]
1198,"Davide Santon, Dino Zoff and Simone Barone have all played for which national football team? Italy","(['football'], ['Q2736'])","('Italy', 'Q676899')",['P641'],['sport'],"([('Q296033', 'question'), ('Q180661', 'question'), ('Q299105', 'question')], [['P641'], ['P641'], ['P641']])","['_C_, Dino Zoff and Simone Barone have all played for which national _Q_ team? _A_\n']",[True]
1221,The chemical element antimony is found in nature mainly as which sulphite mineral? Stibnite,"(['antimony'], ['Q1099'])","('Stibnite', 'Q421831')",['P138'],['named after'],"([('question', 'Q11344')], [['P31']])",['The _C_ _Q_ is found in nature mainly as which sulphite mineral? _A_\n'],[True]
1226,Which New York airport was re-named after late President John F Kennedy? John F. Kennedy International Airport,"(['President'], ['Q11696'])","('Kennedy', 'Q9696')",['P39'],['position held'],"([('Q9696', 'question')], [['P39']])",['Which New York airport was re-named after late _Q_ John F _A_? John F. _A_ International Airport\n'],[True]
1227,‘The Battle of the Ages’ took place in April 1991 between George Foreman and which other boxer? Evander Holyfield,"(['boxer'], ['Q32112'])","('Evander Holyfield', 'Q313451')",['P2416'],['sports discipline competed in'],"([('Q213919', 'question')], [['P641']])",['‘The Battle of the Ages’ took place in April 1991 between _C_ and which other _Q_? _A_\n'],[True]
1243,The national opera company Opera North is based in which English city? Leeds,"(['Opera North'], ['Q7096609'])","('Leeds', 'Q39121')",['P159'],['headquarters location'],"([('answer', 'Q1860'), ('answer', 'Q515')], [['P37'], ['P31']])",['The national opera company _Q_ is based in which _C_ city? _A_\n'],[False]
1243,The national opera company Opera North is based in which English city? Leeds,"(['English'], ['Q1860'])","('Leeds', 'Q39121')",['P37'],['official language'],"([('Q7096609', 'answer'), ('answer', 'Q515')], [['P159', 'P276'], ['P31']])",['The national opera company Opera North is based in which _Q_ _C_? _A_\n'],[True]
1243,The national opera company Opera North is based in which English city? Leeds,"(['city'], ['Q515'])","('Leeds', 'Q39121')",['P31'],['instance of'],"([('Q7096609', 'answer'), ('answer', 'Q1860')], [['P159', 'P276'], ['P37']])",['The national opera company _C_ is based in which English _Q_? _A_\n'],[True]
1249,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822? George Iv of The United Kingdom","(['Scottish'], ['Q22'])","('United Kingdom', 'Q145')",['P17'],['country'],"([('Q739941', 'answer'), ('question', 'Q9134365')], [['P17'], ['P1906']])","['_Q_ artist, Sir Henry Raeburn was knighted by which _C_ in 1822? George Iv of The _A_\n']",[False]
1249,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822? George Iv of The United Kingdom","(['British monarch'], ['Q739941'])","('United Kingdom', 'Q145')",['P17'],['country'],"([('Q22', 'answer')], [['P131', 'P17']])","['Scottish artist, Sir Henry Raeburn was knighted by which _Q_ in 1822? George Iv of The _A_\n']",[False]
1264,The Halle Orchestra was founded in which British city? Manchester,"(['Halle Orchestra'], ['Q262431'])","('Manchester', 'Q18125')",['P740'],['location of formation'],"([('question', 'Q145'), ('answer', 'Q515')], [['P495'], ['P31']])",['The _Q_ was founded in which _C_ city? _A_\n'],[False]
1264,The Halle Orchestra was founded in which British city? Manchester,"(['British'], ['Q145'])","('Manchester', 'Q18125')",['P17'],['country'],"([('Q262431', 'question'), ('answer', 'Q515')], [['P495'], ['P31']])",['The Halle Orchestra was founded in which _Q_ _C_? _A_\n'],[True]
1264,The Halle Orchestra was founded in which British city? Manchester,"(['city'], ['Q515'])","('Manchester', 'Q18125')",['P31'],['instance of'],"([('Q262431', 'answer'), ('answer', 'Q145')], [['P740'], ['P17']])",['The _C_ was founded in which British _Q_? _A_\n'],[True]
1269,"Neal Foulds, John Dunning and Mark Williams are associated with which sport? Snooker","(['Neal Foulds'], ['Q950662'])","('Snooker', 'Q11015')",['P641'],['sport'],"([('Q317265', 'answer')], [['P641']])","['_Q_, John Dunning and _C_ are associated with which sport? _A_\n']",[False]
1269,"Neal Foulds, John Dunning and Mark Williams are associated with which sport? Snooker","(['Mark Williams'], ['Q317265'])","('Snooker', 'Q11015')",['P641'],['sport'],"([('Q950662', 'answer')], [['P641']])","['_C_, John Dunning and _Q_ are associated with which sport? _A_\n']",[False]
1282,Which late British jockey’s autobiography is entitled ‘The Sport of Queens’? Dick Francis,"(['British'], ['Q145'])","('Dick Francis', 'Q314929')",['P27'],['country of citizenship'],"([('answer', 'Q846750')], [['P106']])",['Which late _Q_ _C_’s autobiography is entitled ‘The Sport of Queens’? _A_\n'],[True]
1282,Which late British jockey’s autobiography is entitled ‘The Sport of Queens’? Dick Francis,"(['jockey'], ['Q846750'])","('Dick Francis', 'Q314929')",['P106'],['occupation'],"([('answer', 'Q145')], [['P27']])",['Which late _C_ _Q_’s autobiography is entitled ‘The Sport of Queens’? _A_\n'],[True]
1299,"Which chain of European retailers began with a store near a crossroads in Annecy, France in 1958? Carrefour","(['Annecy'], ['Q50189'])","('Carrefour', 'Q217599')",['P740'],['location of formation'],"([('question', 'Q142')], [['P17']])","['Which chain of European retailers began with a store near a crossroads in _Q_, _C_ in 1958? _A_\n']",[True]
1299,"Which chain of European retailers began with a store near a crossroads in Annecy, France in 1958? Carrefour","(['France'], ['Q142'])","('Carrefour', 'Q217599')",['P17'],['country'],"([('Q50189', 'question')], [['P17']])","['Which chain of European retailers began with a store near a crossroads in _C_, _Q_ in 1958? _A_\n']",[True]
1316,‘La Marcha Real’ (The Royal march) is the national anthem of which country? Spain,"(['La Marcha Real'], ['Q130940'])","('Spain', 'Q29')",['P17'],['country'],"([('question', 'Q23691')], [['P31']])",['‘_Q_’ (The Royal march) is the _C_ of which country? _A_\n'],[False]
1325,"In the Shakespeare play ‘King Lear’, what is the name of King Lear’S youngest daughter? Cordelia","(['King Lear'], ['Q181598'])","('Cordelia', 'Q2451581')",['P1299'],['depicted by'],"([('question', 'Q692')], [['P50']])","['In the _C_ play ‘_Q_’, what is the name of _Q_’S youngest daughter? _A_\n']",[True]
1335,Who played Gomez Addams in the 1993 film ‘Addams Family Values’? Raúl Juliá,"(['Gomez Addams'], ['Q500477'])","('Raúl Juliá', 'Q317654')",['P175'],['performer'],"([('question', 'Q204725')], [['P1441']])",['Who played _Q_ in the 1993 film ‘_C_’? _A_\n'],[False]
1335,Who played Gomez Addams in the 1993 film ‘Addams Family Values’? Raúl Juliá,"(['Addams Family Values'], ['Q204725'])","('Raúl Juliá', 'Q317654')",['P161'],['cast member'],"([('Q500477', 'question')], [['P1441']])",['Who played _C_ in the 1993 film ‘_Q_’? _A_\n'],[False]
1337,"In June 1991, which late Us President was exhumed to test whether his death was caused by arsenic poisoning and not gastrointestinal illness? Zachary Taylor","(['Us President'], ['Q11696'])","('Zachary Taylor', 'Q11896')",['P39'],['position held'],"([('answer', 'Q156103')], [['P509']])","['In June 1991, which late _Q_ was exhumed to test whether his death was caused by arsenic poisoning and not _C_? _A_\n']",[True]
1337,"In June 1991, which late Us President was exhumed to test whether his death was caused by arsenic poisoning and not gastrointestinal illness? Zachary Taylor","(['gastrointestinal illness'], ['Q156103'])","('Zachary Taylor', 'Q11896')",['P509'],['cause of death'],"([('answer', 'Q11696'), ('Q730249', 'question')], [['P39'], ['P780']])","['In June 1991, which late _C_ was exhumed to test whether his death was caused by arsenic poisoning and not _Q_? _A_\n']",[True]
1342,Late British singer-songwriter John Simon Ritchie was better known by what name? Sid Vicious,"(['British'], ['Q145'])","('Sid Vicious', 'Q47878')",['P27'],['country of citizenship'],"([('answer', 'Q488205')], [['P106']])",['Late _Q_ _C_ John Simon Ritchie was better known by what name? _A_\n'],[True]
1342,Late British singer-songwriter John Simon Ritchie was better known by what name? Sid Vicious,"(['singer-songwriter'], ['Q488205'])","('Sid Vicious', 'Q47878')",['P106'],['occupation'],"([('answer', 'Q145')], [['P27']])",['Late _C_ _Q_ John Simon Ritchie was better known by what name? _A_\n'],[True]
1354,Who played Saffron Monsoon in the Uk television comedy series ‘Absolutely Fabulous’? Julia Sawalha,"(['Saffron Monsoon'], ['Q332554'])","('Julia Sawalha', 'Q272567')",['P161'],['cast member'],"([('Q332554', 'answer')], [['P161']])",['Who played _Q_ in the Uk television comedy series ‘_C_’? _A_\n'],[False]
1354,Who played Saffron Monsoon in the Uk television comedy series ‘Absolutely Fabulous’? Julia Sawalha,"(['Absolutely Fabulous'], ['Q332554'])","('Julia Sawalha', 'Q272567')",['P161'],['cast member'],"([('Q332554', 'answer')], [['P161']])",['Who played _C_ in the Uk television comedy series ‘_Q_’? _A_\n'],[False]
1358,"Rapunzel, Mother Gothel and Paulo are all characters in which 2010 animated film? Tangled","(['Rapunzel'], ['Q273585'])","('Tangled', 'Q188439')",['P4969'],['derivative work'],"([('Q18152783', 'answer')], [['P1441']])","['_Q_, _C_ and Paulo are all characters in which 2010 animated film? _A_\n']",[False]
1358,"Rapunzel, Mother Gothel and Paulo are all characters in which 2010 animated film? Tangled","(['Mother Gothel'], ['Q18152783'])","('Tangled', 'Q188439')",['P1441'],['present in work'],"([('Q273585', 'answer')], [['P4969']])","['_C_, _Q_ and Paulo are all characters in which 2010 animated film? _A_\n']",[False]
1366,"Noss, Unst, Lamba and Foula are part of which Scottish island group? Shetland","(['Unst'], ['Q754867'])","('Shetland', 'Q47134')",['P361'],['part of'],"([('Q932332', 'answer')], [['P131', 'P361', 'P706', 'P7959']])","['Noss, _Q_, Lamba and _C_ are part of which Scottish island group? _A_\n']",[False]
1366,"Noss, Unst, Lamba and Foula are part of which Scottish island group? Shetland","(['Foula'], ['Q932332'])","('Shetland', 'Q47134')",['P361'],['part of'],"([('Q754867', 'answer')], [['P131', 'P361', 'P706', 'P7959']])","['Noss, _C_, Lamba and _Q_ are part of which Scottish island group? _A_\n']",[False]
1372,"In the Us television show ‘The Sopranos’, what is the name of Tony Soprano’S psychiatrist? Jennifer Melfi","(['The Sopranos'], ['Q23628'])","('Melfi', 'Q2463175')",['P674'],['characters'],"([('answer', 'Q211346')], [['P106']])","['In the Us television show ‘_Q_’, what is the name of Tony Soprano’S _C_? Jennifer _A_\n']",[False]
1372,"In the Us television show ‘The Sopranos’, what is the name of Tony Soprano’S psychiatrist? Jennifer Melfi","(['psychiatrist'], ['Q211346'])","('Melfi', 'Q2463175')",['P106'],['occupation'],"([('Q23628', 'answer')], [['P674']])","['In the Us television show ‘_C_’, what is the name of Tony Soprano’S _Q_? Jennifer _A_\n']",[True]
1377,Which London football club won the last FA cup final held at the old Wembley Stadium? Chelsea F.C.,"(['London'], ['Q84'])","('Chelsea F.C.', 'Q9616')",['P159'],['headquarters location'],"([('answer', 'Q2736'), ('Q128468', 'question')], [['P641'], ['P276']])",['Which _Q_ _C_ club won the last FA cup final held at the old Wembley Stadium? _A_\n'],[True]
1377,Which London football club won the last FA cup final held at the old Wembley Stadium? Chelsea F.C.,"(['football'], ['Q2736'])","('Chelsea F.C.', 'Q9616')",['P641'],['sport'],"([('answer', 'Q84'), ('Q4484477', 'question'), ('Q128468', 'question')], [['P159'], ['P641'], ['P641']])",['Which London _Q_ club won the last FA cup final held at the old _C_? _A_\n'],[True]
1385,"What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, Steve Winwood and Ric Grech? Blind Faith","(['Eric Clapton'], ['Q48187'])","('Blind Faith', 'Q548656')",['P463'],['member of'],"([('question', 'Q11399'), ('Q122232', 'answer'), ('Q314397', 'answer'), ('Q1348821', 'answer')], [['P136'], ['P463'], ['P463'], ['P361']])","['What was the name of the 1960’s _C_ band which comprised _Q_, Ginger Baker, Steve Winwood and Ric Grech? _A_\n']",[False]
1385,"What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, Steve Winwood and Ric Grech? Blind Faith","(['Ginger Baker'], ['Q122232'])","('Blind Faith', 'Q548656')",['P463'],['member of'],"([('Q48187', 'answer'), ('Q314397', 'answer'), ('Q1348821', 'answer')], [['P463'], ['P463'], ['P361']])","['What was the name of the 1960’s rock band which comprised Eric Clapton, _Q_, Steve Winwood and Ric Grech? _A_\n']",[False]
1385,"What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, Steve Winwood and Ric Grech? Blind Faith","(['Steve Winwood'], ['Q314397'])","('Blind Faith', 'Q548656')",['P463'],['member of'],"([('question', 'Q11399'), ('Q48187', 'answer'), ('Q122232', 'answer'), ('Q1348821', 'answer')], [['P136'], ['P463'], ['P463'], ['P361']])","['What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, _Q_ and Ric Grech? _A_\n']",[False]
1385,"What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, Steve Winwood and Ric Grech? Blind Faith","(['Ric Grech'], ['Q1348821'])","('Blind Faith', 'Q548656')",['P361'],['part of'],"([('question', 'Q11399'), ('Q48187', 'answer'), ('Q122232', 'answer'), ('Q314397', 'answer')], [['P136'], ['P463'], ['P463'], ['P463']])","['What was the name of the 1960’s rock band which comprised Eric Clapton, Ginger Baker, Steve Winwood and _Q_? _A_\n']",[False]
